gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,LogTotalCharges,TenureGroup,CustomerValue
Female,0,0,0,60,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.55,4847.05,0,80.78416666666666,8.486331841227319,4-6yrs,High Value
Male,0,0,0,56,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Mailed check,52.7,3019.7,0,53.92321428571428,8.01324387158968,4-6yrs,High Value
Female,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,161.65,0,20.20625,5.091600652919361,0-1yr,Low Value
Female,0,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),80.1,217.55,1,72.51666666666667,5.387014821309323,0-1yr,Low Value
Female,0,1,0,49,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),52.15,2583.75,0,52.72959183673469,7.857384070466803,4-6yrs,Mid Value
Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.2,146.05,1,73.025,4.990772665000004,0-1yr,Low Value
Female,0,0,0,6,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),98.15,567.45,1,94.575,6.342913358575116,0-1yr,Low Value
Male,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,7711.25,0,110.16071428571429,8.950565252777409,4-6yrs,High Value
Male,0,0,0,12,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,112.95,1384.75,1,115.39583333333333,7.233996788299914,0-1yr,Mid Value
Male,1,1,0,52,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.45,5481.25,0,105.40865384615384,8.609270879617146,4-6yrs,High Value
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),113.65,8124.2,0,112.83611111111111,9.0027256222796,4-6yrs,High Value
Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.6,827.3,0,20.682499999999997,6.719375407604218,2-4yrs,Mid Value
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.9,70.9,1,70.9,4.275276264727001,0-1yr,Low Value
Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,86.85,220.95,1,73.64999999999999,5.402452131280044,0-1yr,Low Value
Female,1,0,0,40,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.55,3673.6,0,91.84,8.209199562185635,2-4yrs,High Value
Male,0,0,1,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.85,49.85,0,49.85,3.928880122494569,0-1yr,Low Value
Male,0,1,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,576.65,0,19.221666666666668,6.358968148929027,2-4yrs,Low Value
Male,0,1,1,23,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,2331.3,1,101.3608695652174,7.754610184136298,1-2yrs,Mid Value
Male,0,1,1,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,74.5,1,74.5,4.324132656254979,0-1yr,Low Value
Female,1,1,0,44,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,104.15,4495.65,0,102.17386363636363,8.411087954077601,2-4yrs,High Value
Male,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.15,6941.2,1,106.78769230769231,8.845374006147898,4-6yrs,High Value
Female,1,0,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,48.2,340.35,0,48.621428571428574,5.83290834386429,0-1yr,Low Value
Male,1,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1789.9,0,24.859722222222224,7.490473565772694,4-6yrs,Mid Value
Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.15,908.55,0,113.56875,6.812949971708225,0-1yr,Mid Value
Female,0,0,0,16,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),65.2,1043.35,1,65.209375,6.951149961301326,1-2yrs,Mid Value
Male,1,1,1,66,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.5,6822.15,1,103.36590909090908,8.828076521038081,4-6yrs,High Value
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,71.55,71.55,1,71.55,4.2842759793301965,0-1yr,Low Value
Male,0,0,1,3,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,55.9,157.55,0,52.51666666666667,5.0660700009843564,0-1yr,Low Value
Male,0,1,0,53,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,93.9,5029.2,1,94.89056603773585,8.523215023734732,4-6yrs,High Value
Male,1,1,0,8,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),64.4,581.7,0,72.7125,6.367672474149028,0-1yr,Low Value
Male,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),108.4,7318.2,1,106.06086956521739,8.898256311365326,4-6yrs,High Value
Female,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,85.3,420.45,0,84.09,6.0437011464434915,0-1yr,Low Value
Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,107.45,7576.7,0,105.23194444444444,8.932965002513042,4-6yrs,High Value
Female,0,1,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),48.75,633.4,1,48.723076923076924,6.452679670320638,1-2yrs,Low Value
Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.65,321.65,1,80.4125,5.776568144381849,0-1yr,Low Value
Female,0,1,1,54,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),91.3,4965.0,0,91.94444444444444,8.510369966068112,4-6yrs,High Value
Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.95,6151.9,0,85.44305555555555,8.72467879437374,4-6yrs,High Value
Male,0,0,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.7,1253.9,1,104.49166666666667,7.134811167116262,0-1yr,Mid Value
Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,25.15,1,25.15,3.263849190510932,0-1yr,Low Value
Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.2,45.2,0,45.2,3.832979798087693,0-1yr,Low Value
Female,0,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.35,5893.15,1,109.1324074074074,8.681715612583577,4-6yrs,High Value
Male,0,1,1,69,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,1,Credit card (automatic),79.2,5420.65,0,78.56014492753623,8.598155476149158,4-6yrs,High Value
Female,0,0,0,48,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Credit card (automatic),55.5,2627.35,0,54.73645833333333,7.874111551863014,2-4yrs,Mid Value
Female,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),103.25,5037.55,1,104.94895833333334,8.524873621259589,2-4yrs,High Value
Female,0,1,0,8,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.25,743.75,0,92.96875,6.613048591593392,0-1yr,Mid Value
Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,91.25,6589.6,0,92.8112676056338,8.793399670392994,4-6yrs,High Value
Male,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,47.8,92.45,1,46.225,4.537426533901572,0-1yr,Low Value
Male,0,1,0,67,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),100.9,6733.15,0,100.49477611940299,8.81494687449521,4-6yrs,High Value
Male,0,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,0,100.29411764705883,8.134760782418645,2-4yrs,High Value
Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,199.85,0,66.61666666666666,5.302558360805291,0-1yr,Low Value
Female,0,1,1,9,1,No,DSL,No,Yes,No,Yes,Yes,No,One year,1,Mailed check,65.6,593.3,0,65.92222222222222,6.387384242372615,0-1yr,Low Value
Male,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.65,7288.4,0,102.65352112676055,8.894176517088752,4-6yrs,High Value
Male,0,0,0,57,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),90.45,5229.8,0,91.75087719298246,8.562319509032347,4-6yrs,High Value
Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.7,4464.8,0,62.01111111111111,8.40420364859392,4-6yrs,High Value
Female,1,1,1,48,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.5,5068.05,0,105.58437500000001,8.53090870230218,2-4yrs,High Value
Male,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,401.85,0,22.325000000000003,5.998564284223205,1-2yrs,Low Value
Male,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.3,4451.85,0,103.53139534883722,8.40129961959827,2-4yrs,High Value
Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),93.25,6688.95,0,92.90208333333334,8.80836167925279,4-6yrs,High Value
Male,0,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),73.45,2661.1,0,76.03142857142856,7.886870563989527,2-4yrs,Mid Value
Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,73.05,0,18.2625,4.304740540713808,0-1yr,Low Value
Female,0,1,1,49,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1211.65,0,24.727551020408164,7.100563326500228,4-6yrs,Mid Value
Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.5,7030.65,0,99.02323943661972,8.858176665657608,4-6yrs,High Value
Male,0,1,1,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.6,1020.2,0,92.74545454545455,6.9287336853673285,0-1yr,Mid Value
Male,0,1,1,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),89.4,5597.65,0,88.8515873015873,8.630280776232281,4-6yrs,High Value
Female,1,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.45,6223.3,0,95.74307692307693,8.736216265210759,4-6yrs,High Value
Female,0,0,1,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.45,1024.65,0,20.91122448979592,6.933081836928146,4-6yrs,Mid Value
Female,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.6,2933.2,1,101.14482758620689,7.984190122705543,2-4yrs,High Value
Female,1,1,0,15,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,83.05,1258.3,1,83.88666666666667,7.138311290011801,1-2yrs,Mid Value
Female,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.95,82.9,0,20.725,4.429625613473161,0-1yr,Low Value
Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),109.15,7789.6,0,108.1888888888889,8.960673157721615,4-6yrs,High Value
Female,1,1,0,26,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),85.7,2067.0,0,79.5,7.63433723562832,2-4yrs,Mid Value
Female,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),102.05,3452.55,0,98.64428571428572,8.147157966489951,2-4yrs,High Value
Female,0,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,0,Electronic check,94.7,5468.95,0,95.94649122807017,8.607024754606424,4-6yrs,High Value
Male,0,1,1,28,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,64.4,1802.15,0,64.3625,7.497290414418373,2-4yrs,Mid Value
Female,0,1,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,26.8,733.55,0,29.342,6.599258066816436,2-4yrs,Mid Value
Female,0,1,0,47,1,No,DSL,Yes,No,Yes,No,Yes,No,One year,1,Credit card (automatic),66.05,3021.45,0,64.28617021276595,8.01382303975493,2-4yrs,High Value
Female,0,1,1,57,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,0,64.69912280701755,8.213070035344117,4-6yrs,High Value
Male,1,1,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.05,1391.15,0,86.946875,7.238604593709511,1-2yrs,Mid Value
Male,0,0,0,5,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.8,274.35,0,54.870000000000005,5.618043015708491,0-1yr,Low Value
Male,0,1,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.4,1214.05,1,71.41470588235293,7.102540507191292,1-2yrs,Mid Value
Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.75,5510.65,1,98.40446428571428,8.61461931285449,4-6yrs,High Value
Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,1322.85,0,18.372916666666665,7.188299437027451,4-6yrs,Mid Value
Female,1,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,1973.75,1,93.98809523809524,7.588197087044528,1-2yrs,Mid Value
Female,0,1,1,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,0,Credit card (automatic),45.0,2196.3,0,45.75625,7.694984612903221,2-4yrs,Mid Value
Female,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.9,7843.55,0,115.34632352941176,8.967574302145234,4-6yrs,High Value
Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.4,3211.9,0,107.06333333333333,8.074929235070975,2-4yrs,High Value
Female,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.1,130.15,0,43.38333333333333,4.876341706312883,0-1yr,Low Value
Female,1,0,0,14,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,39.7,692.35,0,49.45357142857143,6.541534922199873,1-2yrs,Mid Value
Female,0,0,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.05,85.5,0,21.375,4.460144413937834,0-1yr,Low Value
Female,0,1,1,71,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),95.75,6849.4,0,96.47042253521126,8.832062323711982,4-6yrs,High Value
Male,0,1,1,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.4,203.95,0,25.49375,5.322766046950346,0-1yr,Low Value
Male,0,1,1,61,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,0,34.708196721311474,7.658321950409569,4-6yrs,Mid Value
Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),90.45,6565.85,0,91.19236111111111,8.789789544449974,4-6yrs,High Value
Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.0,424.75,0,84.95,6.053852319542798,0-1yr,Low Value
Female,0,0,0,49,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),67.4,3306.85,0,67.48673469387755,8.104053710496379,4-6yrs,High Value
Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0,21.1125,5.135210028677887,0-1yr,Low Value
Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.35,253.8,0,84.60000000000001,5.540478923698008,0-1yr,Low Value
Male,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,197.4,0,21.933333333333334,5.290285194850773,0-1yr,Low Value
Male,0,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),54.2,3838.2,0,57.286567164179104,8.253019290544035,4-6yrs,High Value
Male,0,0,0,46,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.2,2065.15,0,44.8945652173913,7.633442251109864,2-4yrs,Mid Value
Female,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Mailed check,75.1,5064.45,0,75.58880597014925,8.530198257751106,4-6yrs,High Value
Female,0,1,0,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.7,1140.05,0,20.728181818181817,7.03970417011142,4-6yrs,Mid Value
Male,0,1,0,33,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,0,74.1651515151515,7.803210450268153,2-4yrs,Mid Value
Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1263.9,0,20.385483870967743,7.142748346653496,4-6yrs,Mid Value
Female,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,45.95,3.849083205654272,0-1yr,Low Value
Male,0,1,1,49,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.2,1838.15,0,37.51326530612245,7.517058787346506,4-6yrs,Mid Value
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.75,44.75,0,44.75,3.8231917917215306,0-1yr,Low Value
Male,0,1,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,82.65,1185.0,0,84.64285714285714,7.078341579557671,1-2yrs,Mid Value
Male,1,0,0,18,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),93.9,1743.9,0,96.88333333333334,7.464452526404184,1-2yrs,Mid Value
Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,70.15,1,70.15,4.264790324535862,0-1yr,Low Value
Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),85.55,85.55,1,85.55,4.4607222816222185,0-1yr,Low Value
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),117.15,8529.5,0,118.46527777777777,9.051403255414964,4-6yrs,High Value
Male,0,0,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),99.25,6549.45,0,102.33515625,8.78728902855948,4-6yrs,High Value
Male,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.55,7806.5,0,113.1376811594203,8.962840089157234,4-6yrs,High Value
Female,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.7,25.7,0,25.7,3.2846635654062037,0-1yr,Low Value
Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.3,6287.3,0,88.55352112676057,8.746446042894624,4-6yrs,High Value
Female,0,1,1,66,1,No,DSL,No,No,No,Yes,No,No,One year,1,Credit card (automatic),49.4,3251.85,0,49.27045454545454,8.0872868141283,4-6yrs,High Value
Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,50.6,0,25.3,3.9435216724875173,0-1yr,Low Value
Female,1,1,0,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.7,7904.25,0,111.3274647887324,8.975282374696942,4-6yrs,High Value
Male,0,0,0,11,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,61.25,729.95,0,66.35909090909091,6.594345057957625,0-1yr,Mid Value
Male,0,0,1,47,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,55.3,2654.05,0,56.469148936170214,7.8842187658904255,2-4yrs,Mid Value
Female,0,1,0,35,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,2416.55,1,69.04428571428572,7.790509909636837,2-4yrs,Mid Value
Male,1,1,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,1,110.0234375,8.166713304140416,2-4yrs,High Value
Male,0,1,1,60,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.75,5969.95,0,99.49916666666667,8.6946613227052,4-6yrs,High Value
Male,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,226.8,0,20.61818181818182,5.428468051013081,0-1yr,Low Value
Female,0,0,0,29,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),39.5,1082.75,0,37.33620689655172,6.988182528094752,2-4yrs,Mid Value
Male,0,1,1,21,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,26.05,565.75,0,26.94047619047619,6.339918289387638,1-2yrs,Low Value
Male,1,1,0,48,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),91.05,4370.75,0,91.05729166666667,8.382918665593769,2-4yrs,High Value
Female,0,0,1,3,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.65,90.05,0,30.016666666666666,4.511408806173617,0-1yr,Low Value
Female,0,1,1,43,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.2,2169.4,0,50.45116279069768,7.682666761344722,2-4yrs,Mid Value
Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,105.3,550.6,0,110.12,6.312823145919147,0-1yr,Low Value
Female,0,0,0,1,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.45,55.45,0,55.45,4.033355290595671,0-1yr,Low Value
Male,0,1,1,71,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,85.45,6300.85,0,88.7443661971831,8.74859852006632,4-6yrs,High Value
Female,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.8,160.05,0,20.00625,5.081714875777208,0-1yr,Low Value
Male,0,0,0,8,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,59.25,436.6,0,54.575,6.081305251107771,0-1yr,Low Value
Male,0,0,0,20,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.7,1781.35,0,89.0675,7.485687997274867,1-2yrs,Mid Value
Female,0,1,1,33,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Mailed check,103.7,3467.0,1,105.06060606060606,8.151333337900432,2-4yrs,High Value
Male,0,0,0,71,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Credit card (automatic),79.05,5552.5,0,78.20422535211267,8.622183638607174,4-6yrs,High Value
Female,1,1,0,31,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,90.7,2835.5,0,91.46774193548387,7.950326176766622,2-4yrs,High Value
Female,1,1,0,38,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Credit card (automatic),95.0,3591.25,0,94.50657894736842,8.186534026109316,2-4yrs,High Value
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.35,88.35,1,88.35,4.492561241605437,0-1yr,Low Value
Female,0,1,1,2,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,30.25,63.75,0,31.875,4.1705337005796475,0-1yr,Low Value
Female,0,1,0,12,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),49.85,617.15,0,51.42916666666667,6.426731146452936,0-1yr,Low Value
Female,0,0,1,9,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),93.0,870.25,0,96.69444444444444,6.769928962074734,0-1yr,Mid Value
Male,1,0,1,11,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,54.55,601.25,0,54.65909090909091,6.400672641494981,0-1yr,Low Value
Male,0,0,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,111.65,0,18.608333333333334,4.724285666878253,0-1yr,Low Value
Female,0,1,0,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),84.8,6046.1,0,85.15633802816902,8.707334097262324,4-6yrs,High Value
Female,0,1,1,42,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Credit card (automatic),94.45,3923.8,0,93.42380952380952,8.275070673504224,2-4yrs,High Value
